feature importance	biomolecule
8.33E-05	A0A0B4J1X5
8.28E-05	SH3GL1
8.26E-05	SNX29
7.93E-05	CCDC157
7.86E-05	ZNF507
7.82E-05	PAN3
7.57E-05	GEMIN4
7.52E-05	EOMES
7.30E-05	PRKAB1
7.13E-05	MRPS2
7.09E-05	GLUD1
7.05E-05	TMEM60
6.66E-05	WDHD1
6.15E-05	SLC23A3
6.10E-05	CDKN3
5.86E-05	SDHAF3
5.51E-05	PXYLP1
4.92E-05	PYHIN1
4.86E-05	IL10RB
4.76E-05	MRPL1
3.57E-05	MCRIP1
3.43E-05	NEGR1
3.31E-05	ELMO2
2.60E-05	MTMR8
2.12E-05	CD247
0	A0A075B6H9
0	A0A075B6I0
0	A0A075B6I4;A0A1W2PQ80
0	A0A075B6I9
0	A0A075B6J1
0	A0A075B6K4
0	A0A075B6K5
0	A0A075B6P5;P01615
0	A0A075B6Q5
0	A0A075B6S2;A0A0A0MRZ7
0	A0A075B6S5
0	A0A075B6S9
0	A0A075B7B8
0	A0A075B7D0
0	A0A087WSY4
0	A0A087WSY5;Q96IY4;Q96IY4-2
0	A0A087WSY6
0	A0A087WUL2;P49720;A0A087WXQ8;A0A087WY10
0	A0A087WYS1;E7EUC7;Q16851-2;Q16851;C9JNZ1
0	A0A087WZB5;Q9HBI1-3;Q9HBI1;Q9HBI1-2
0	A0A087X054;A0A494C039;Q9Y4L1
0	A0A087X0M8;O00533;O00533-2
0	A0A087X0Q4;A0A087WW87;P01614
0	A0A087X0S5;P12109
0	A0A096LPE2;A0A3B3ISW8;E9PR14;G3V1D9;P0DJI9-2;P35542
0	A0A0A0MRJ7;P12259
0	A0A0A0MS09;P01880;P01880-2
0	A0A0A0MS14
0	A0A0A0MS15
0	A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4;P15151
0	A0A0A0MTH3;Q13418;Q13418-2;Q13418-3
0	A0A0B4J1U3
0	A0A0B4J1U7
0	A0A0B4J1V0
0	A0A0B4J1V1
0	A0A0B4J1V2
0	A0A0B4J1V6
0	A0A0B4J1V7
0	A0A0B4J1X8
0	A0A0B4J1Y8
0	A0A0B4J1Y9
0	A0A0B4J231;B9A064;P0CG04
0	A0A0B4J2H0
0	A0A0C4DFP6;Q9NQ79-2;Q9NQ79;Q9NQ79-3;Q5T4F6
0	A0A0C4DGZ8;P07359
0	A0A0C4DH24
0	A0A0C4DH25
0	A0A0C4DH29
0	A0A0C4DH31
0	A0A0C4DH32
0	A0A0C4DH33
0	A0A0C4DH36
0	A0A0C4DH38
0	A0A0C4DH41;P01825;P0DP06;A0A0J9YWU9
0	A0A0C4DH43;A0A0J9YVU5
0	A0A0C4DH67;A0A0C4DH69
0	A0A0C4DH68;A0A075B6R9
0	A0A0C4DH73;P01611
0	A0A0D9SG88;Q5TFM2
0	A0A0G2JIW1;P0DMV9;P0DMV8;P0DMV8-2;V9GZ37
0	A0A0G2JMB2
0	A0A0G2JPR0;A0A140TA49
0	A0A0G2JRQ6
0	A0A0G2JSC0;A0A087WSX0
0	A0A0J9YXC7;P48059;P48059-4;P48059-2;P48059-5;P48059-3
0	A0A0J9YXX1
0	A0A0J9YY99
0	A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;A0A1B0GU92;A0A1B0GU03;P07339;A0A1B0GW44;A0A1B0GVP3;F8WD96;C9JH19;F8W787;H7C469
0	A0A286YFJ8;P01861
0	A0A2Q2TTZ9;P01594;P01593
0	A0A3B3IQ51;P36980;V9GYE7;P36980-2;A0A3B3ISW6;A0A3B3IS00;A0A3B3IRW0
0	A0A3B3ISJ1;A0A0S2Z4L3;P07225;G5E9F8;A0A3B3IRK9
0	A0A3B3ISR2;B4DPQ0;P00736;F5H2D0;A0A3B3ITU4
0	A0A3B3ISX9;A0A140TA52;P22105-4;P22105;P22105-1;A0A140TA33;A0A140T9C0;A0A140T902;A0A140TA41;A0A140T8Y3;A0A087X0I0;A0A140T9L7;P22105-2
0	A0M8Q6
0	A2NJV5
0	A6NMY6;H0YKZ7;H0YLV6;H0YMT9;H0YKX9;H0YMW4;H0YMM1;H0YNP5;H0YKS4;H0YMD0;H0YMU9;H0YM50;H0YN42;P07355;P07355-2
0	A6XMV8;A0A0J9YYC8;A6XMV9;P07478
0	A6XND1;A6XND0;P17936;P17936-2;H0Y5K2;B3KWK7;H0Y485;C9JMX4
0	B0YIW2;P02656
0	B1ALD9;Q15063-4;Q15063-3;Q15063-7;Q15063-2;Q15063-5;Q15063;Q15063-6;CON__Q2KJC7
0	B4DXW1;P61158
0	B4E1Z4;P00751
0	B5MC82;P30046-2;P30046;A6NHG4;J3KQ18
0	B7ZKJ8
0	C9JD84;E7EV71;Q14766-3;Q14766-2;Q14766-5;Q14766;Q14766-4
0	C9JT10;A0A494BZW8;E7ERD7;Q9UKU0-7;A0A494C1I9;C9J8C7;A0A494C0J9;C9JPA5;A0A494C0B6;C9J3Z0;C9JK59;C9J4I1;Q9UKU0-5;Q9UKU0;Q9UKU0-3;Q9UKU0-6;Q9UKU0-2
0	D6R934;P02746;A0A0A0MSV6
0	E7END6;P04070;P04070-2;H7BYX9
0	E7ENL6;P12111-4;P12111-2;P12111;P12111-3;P12111-5
0	E7ER44;P02788;E7EQB2;P02788-2
0	E7ES19;P35443
0	E7ETN3
0	E7EUF1;Q13822;Q13822-3;Q13822-2;E5RIA2
0	E7EX60;Q5T7F0;E9PEP6;O14786-3;O14786-2;O14786;Q5JWQ4;Q5JWQ6
0	E9PEK4;P07333;P07333-2
0	E9PF17;P13611-4;P13611-3;P13611-2;P13611-5;P13611;Q86W61;D6RGZ6
0	E9PHK0;P05452
0	E9PNW4;A0A2U3TZL5;P13987;P13987-2
0	F5H8B0;P08709-2;P08709
0	F8VUW4;O60486
0	F8W0J6;P55209;P55209-2;P55209-3;H0YIV4;B7Z9C2;F8VV59;F5H4R6;F8VY35;F8VUX1;F8VXI6;F8W118;F8W020;H0YHC3;H0YH88;F8W543;F8VRJ2
0	F8W1R7;J3KND3;G8JLA2;G3V1V0;B7Z6Z4;P60660-2;P60660;F8VPF3;G3V1Y7;F8VZU9;F8W180
0	F8WE88;A0A087WY00;G3V394;F8W6H6;Q9Y4I1-2;Q9Y4I1;Q9Y4I1-3
0	G3V2W1;Q9UK55
0	G3V3A0
0	G3V3U4;G3V3I1;G3V295;G3V5Z7;P60900;G3V4S5;G3V2S7;P60900-2
0	G3V4U0;Q9UBX5;G3XA98
0	G3XAK1;P26927
0	G3XAM2;E7ETH0;P05156;A0A2R8Y3M9;A0A087X0I2
0	G3XAP6;P49747;P49747-2;CON__ENSEMBL:ENSBTAP00000006074
0	H0Y300;A0A0C4DGL8
0	H0Y755;M9MML0;P08637
0	H0YAC1;P03952;E9PBC5
0	H3BRU6;F8VZX2;Q15366-7;Q15366-8;Q15366-4;Q15366-5;Q15366-6;Q15366-3;Q15366;Q15366-2;H3BSS4
0	H7BXV5;P39060-2;P39060-1;P39060;H7C457
0	J3KPA1;P54108;P54108-2;P54108-3;I3L0A1
0	J3QQR8;J3QQX6;J3QRQ1;J3QRT5;P13598;J3QKR4
0	J3QRS3;P19105;O14950;J3KTJ1
0	K7ER74;A0A024R0T9;P02655;Q6P163;V9GYJ8
0	K7ERG9;P00746
0	M0R1Q1
0	O00151
0	O00187
0	O00194
0	O00299
0	O14791;O14791-2;O14791-3
0	O19617;A0A140T921;A0A140T9H5;A0A140T9U8;A2AEA2;P10321;A0A1W2PRU9
0	O43866
0	O75083;D6RD66;O75083-3
0	O75460
0	O75636;O75636-2
0	O75874
0	O75882-2;O75882-3;O75882
0	O95445;O95445-2;Q5SRP5
0	O95497
0	O95810
0	O95831-4;O95831;O95831-6;O95831-3
0	P00390-5;P00390-4;P00390-2;P00390-3;P00390
0	P00441;H7BYH4
0	P00450
0	P00488
0	P00491;G3V5M2
0	P00558;P00558-2
0	P00734;E9PIT3
0	P00738;P00738-2;J3QLC9;H3BS21
0	P00739;P00739-2;A0A0A0MRD9
0	P00740;P00740-2
0	P00742
0	P00747
0	P00748
0	P00915;E5RHP7;E5RH81;E5RIF9;E5RG43;E5RFE7;E5RFL2
0	P00918
0	P00966;Q5T6L6
0	P01008
0	P01009;P01009-2;P01009-3
0	P01019
0	P01023
0	P01024
0	P01031
0	P01034
0	P01042
0	P01344-3;P01344;P01344-2
0	P01591;D6RD17;D6RHJ6
0	P01599
0	P01601
0	P01602
0	P01619
0	P01624;A0A0C4DH55;A0A0C4DH90
0	P01699
0	P01701
0	P01703
0	P01706
0	P01714
0	P01715
0	P01717
0	P01718
0	P01721
0	P01742
0	P01743
0	P01762
0	P01764
0	P01766
0	P01767
0	P01772
0	P01780
0	P01814
0	P01817
0	P01833
0	P01834
0	P01857;A0A0A0MS08;A0A0A0MS07
0	P01859;A0A286YEY4
0	P01860;A0A286YES1
0	P01871;A0A1B0GUU9;P01871-2
0	P01876;A0A286YEY1
0	P01877;A0A286YEY5
0	P02144;B0QYF8;F2Z2F1;Q8WVH6;B0QYF7
0	P02549-2;P02549
0	P02647;F8W696
0	P02649;H0Y7L5;E9PEV4;E7ERP7
0	P02671;P02671-2
0	P02675;D6REL8
0	P02730;P02730-2;A0A0A0MS98
0	P02743
0	P02745;X6RLJ0
0	P02747
0	P02749
0	P02750
0	P02751;P02751-3;P02751-8;P02751-15;P02751-14;P02751-7;P02751-17;P02751-9;P02751-6;P02751-12;P02751-4
0	P02760;S4R471
0	P02763
0	P02765;C9JV77
0	P02766;A0A087WT59;A0A087WV45
0	P02768;B7WNR0;H0YA55;D6RHD5;P02768-2;C9JKR2
0	P02774;P02774-3;D6RF35;P02774-2;D6RBJ7
0	P02775
0	P02786;G3V0E5
0	P02787
0	P02790;Q9BS19
0	P02792
0	P03951;P03951-2
0	P04003
0	P04004
0	P04040
0	P04075;J3KPS3;H3BQN4;P04075-2;H3BPS8;H3BUH7;H3BR04
0	P04114
0	P04179;P04179-4;P04179-3;P04179-2;F5H4R2;F5GYZ5;F5H3C5
0	P04180;J3QSE5
0	P04196
0	P04211
0	P04217;M0R009
0	P04275
0	P04278;I3L145;P04278-5;P04278-3;P04278-2;P04278-4;A0A0C4DGN2;B4DYU0;I3L1J1;I3L2X4
0	P04430
0	P04432;P01597
0	P04792;F8WE04
0	P05062;A0A3B3IS80;A0A087WXX2
0	P05106;H3BM21;P05106-2;P05106-3
0	P05155;P05155-3;P05155-2;H9KV48;E9PGN7
0	P05362
0	P05534
0	P05546
0	P05976-2;P05976
0	P06276;F8WF14;F8WEX7
0	P06310
0	P06312
0	P06331
0	P06396;A0A0A0MS51;A0A0A0MT01;P06396-4;P06396-3;CON__Q3SX14
0	P06681;A0A0G2JL69;P06681-3;A0A0G2JIE7;H0Y3H6;P06681-2;B4DQI1;E9PDZ0
0	P06702
0	P06727
0	P06732
0	P06733;A0A2R8Y6G6;P06733-2;K7EM90
0	P07237;H7BZ94;H0Y3Z3
0	P07357
0	P07358
0	P07360;Q5SQ08
0	P07384;E9PL37
0	P07737;K7EJ44
0	P07900;P07900-2
0	P07998;G3V357
0	P08185;G3V350
0	P08238
0	P08246
0	P08294
0	P08493;P08493-2
0	P08514-3;P08514-2;P08514;A0A3B3IU79
0	P08519
0	P08571;D6RFL4
0	P08603
0	P08697;P08697-2;A0A0G2JPA8;C9JMH6;A0A0J9YY65
0	P09172
0	P09486;F5GY03
0	P09493-4;P09493-3;P09493-10;H0YKX5;P09493-8;A0A0S2Z4G6;Q6ZN40;P09493-9;P09493;H0YKP3;P09493-7;P09493-6
0	P09960-2;P09960;P09960-3;P09960-4
0	P0C0L5;F5GXS0;A0A3B3ISA6
0	P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;P0CG47;M0R2S1;M0R1M6;Q49A90;A0A2R8Y422;M0R1V7
0	P0DJI8;E9PQD6
0	P0DJI9
0	P0DOY2
0	P0DP02
0	P0DP03;P01768
0	P0DP08
0	P0DP09;A0A0B4J2D9
0	P0DP25;P0DP24;P0DP23;H0Y7A7;F8WBR5;M0QZ52;G3V479;E7ETZ0;E7EMB3
0	P10124
0	P10599;P10599-2
0	P10643
0	P10645;G5E968
0	P10809
0	P10909-4;P10909-6;P10909;P10909-5;P10909-2;H0YC35;P10909-3;H0YLK8
0	P11021
0	P11142;E9PKE3;P11142-2;E9PNE6;E9PN89
0	P11169;Q8TDB8-4;Q8TDB8-2;Q8TDB8;Q8TDB8-5
0	P11597;P11597-2;H3BRJ9
0	P12236;V9GYG0;P12235;P05141
0	P12814;P12814-3;P12814-2;P12814-4;H9KV75
0	P12955;K7ES25;A0A494C165;P12955-2;P12955-3;A0A494C194
0	P13473-2;P13473;P13473-3
0	P13591-4;A0A087WTE4;P13591;P13591-1;P13591-3;P13591-5;A0A087WWD4;A0A087WX77;H7BYX6;A0A087WV75;A0A087WTF6;P13591-6
0	P13639
0	P13671
0	P13796
0	P14151;P14151-2
0	P14543;P14543-2
0	P14770
0	P15144
0	P15169
0	P15291-2;P15291
0	P15814
0	P16070;P16070-17;H0Y5E4;H0YCV9;H0YD13;P16070-8;P16070-7;P16070-3;P16070-6;H0YDW7;P16070-4;P16070-5;P16070-9;P16070-14;P16070-16;P16070-10;P16070-11;P16070-13;P16070-12;P16070-18;P16070-15;H0YDX6;H0YD17;H0Y2P0;E9PKC6
0	P16157-14;P16157-10;P16157-15;P16157-12;P16157-21;P16157;P16157-3;P16157-16;P16157-5;P16157-8;P16157-13;P16157-4;P16157-7;P16157-6;P16157-9;P16157-11;P16157-2;H0YBS0
0	P16930;P16930-2
0	P17066
0	P18065;C9JMY1
0	P18206-2;P18206
0	P18428
0	P18669;P15259
0	P19652
0	P19827;P19827-2;P19827-3
0	P20742;P20742-2
0	P20851;P20851-2;Q5VVQ7
0	P22692-2;P22692
0	P22792
0	P22891;P22891-2
0	P22897
0	P23083
0	P23142;P23142-2;P23142-3
0	P23142-4;B1AHL2
0	P23284
0	P23381;P23381-2
0	P23528;G3V1A4;E9PP50;E9PK25;E9PQB7
0	P25311;C9JEV0
0	P25705;P25705-2;P25705-3
0	P25786;P25786-2;F5GX11;B4DEV8
0	P26038
0	P27105;P27105-2
0	P27169
0	P27797;K7EJB9
0	P27918;E9PAQ1
0	P28066;P28066-2
0	P28070
0	P28838;P28838-2
0	P29401;P29401-2;A0A0B4J1R6
0	P29622
0	P30041
0	P30043;A0A2R8YEP4;M0R192;A0A2R8Y7Y9;M0QZL1
0	P30086
0	P30101
0	P30453;P30457;A0A140T8Y4;A0A140T8W8;P18462;P30450;P30456;A0A1W2PPF8;A0A0G2JPD3;A0A1W2PR61;A0A140T941;A0A1W2PS39;B0UXQ0;A0A140T9Z6;A0A140T975;Q9GJ45;A0A1W2PQS8;P10314;P30512;P16190;P30459;P16189
0	P30491;P30685;P30490;P18464;P10319;P30498;P30483;P18463;P18465;P30487;P30488;P30485
0	P30740;P30740-2
0	P31146;H3BRY3
0	P31946-2;P31946;Q4VY20;Q4VY19;A0A0J9YWE8
0	P32119;A6NIW5
0	P33151;I3L1J2;P33151-2
0	P34096
0	P36222
0	P36955
0	P37802;X6RJP6;P37802-2
0	P37837;F2Z393
0	P40197
0	P40227;P40227-2
0	P40925;P40925-3;B9A041;P40925-2;B8ZZ51;C9JF79
0	P40926;P40926-2
0	P41222;H0Y5A1;Q5SQ11
0	P43121;P43121-2
0	P43251-4;P43251;P43251-3;P43251-2;C9JSN9
0	P43652
0	P48740;F8W876;P48740-3
0	P48740-2;P48740-4
0	P49908;A0A182DWH7;A0A182DWH8
0	P50395;Q5SX87;P50395-2;P31150
0	P50552
0	P51884
0	P52566;F5H6Q0;F5H3P3;H0YGX7;F5H2R5
0	P52907
0	P55056
0	P55058;P55058-4;P55058-3;P55058-2
0	P59666;P59665
0	P60174-1;P60174;P60174-4;U3KPZ0
0	P60709;A0A2R8Y793
0	P61224;P61224-3;E7ESV4;F5H7Y6;A6NIZ1;P61224-4;F5GX62;P62834;P61224-2;B7ZB78;F5H004;F5H823;F5H6R7;A0A075B6Q0
0	P61626;F8VV32;A0A0B4J259
0	P61769;H0YLF3;F5H6I0
0	P61981
0	P62258
0	P62805
0	P63000-2;P63000;P15153;B1AH78;B1AH77;P60763;B1AH80
0	P63104;E7EX29;E7ESK7;B0AZS6
0	P63241;P63241-2;I3L397;I3L504;F8WCJ1;C9J7B5;C9J4W5;Q9GZV4;Q6IS14
0	P63261;I3L3I0;I3L1U9;I3L4N8
0	P67936;A0A2R8Y5V9;A0A2R8YGX3;A0A2R8YH90;A0A2R8YE05;K7ENT6;P67936-2;A0A2R8YEU4;K7EMU5
0	P68032;P68133;A6NL76
0	P68104;A0A087WVQ9;P68104-2;Q5VTE0;A0A087WV01;A0A2U3TZH3;Q05639
0	P68363;P68363-2
0	P68366-2;P68366
0	P68371;P04350
0	P68431
0	P68871;A0A2R8Y7R2;F8W6P5
0	P69905;G3V1N2
0	P80108
0	P80748
0	Q01518;Q01518-2
0	Q02818;C9JKZ2;H7BZI1
0	Q02985;Q02985-2;A0A087WYK9;Q6NSD3;V9GYX2
0	Q03591;B1AKG0
0	Q04756;D6RAR4
0	Q06033-2;Q06033;E7ET33;A0A087WW43
0	Q06141
0	Q08380
0	Q12805-2;Q12805-4;Q12805-3;Q12805;Q12805-5;A0A0U1RQV3
0	Q13103;C9J6K0
0	Q13201;E7EPG1
0	Q13228;Q13228-4;Q13228-2;A6PVX1;Q13228-3;H0Y532
0	Q13790
0	Q14118
0	Q14515;Q14515-2
0	Q14624
0	Q14697;Q14697-2;F5H6X6;E9PKU7
0	Q14847;Q14847-2;C9J9W2
0	Q15084-3;Q15084;Q15084-4;Q15084-5;Q15084-2
0	Q15113
0	Q15166;F8WD41
0	Q15404;Q15404-2
0	Q15485;Q15485-2
0	Q15582;H0Y8L3
0	Q15848
0	Q15942;H0Y2Y8;Q15942-2
0	Q16270-2;Q16270
0	Q16610;Q16610-4;Q16610-2
0	Q32Q12;P22392;P22392-2;O60361
0	Q5H9A7;P01033;H0Y789
0	Q5HYB6;P06753-2;A0A087WWU8;P06753-3;P06753-6;J3KN67;A0A494C0P6
0	Q5JP53;P07437;Q5ST81
0	Q5T123;Q9H299
0	Q5T985
0	Q5TCU3;Q5TCU8;P07951;CON__Q3SX28;A7XZE4;P07951-2;P07951-3
0	Q5VY30;P02753
0	Q6EMK4
0	Q6Q788;C9JZZ0
0	Q6UX71;Q6UX71-2
0	Q6UXB8;Q6UXB8-2
0	Q71DI3
0	Q7L7L0;Q96KK5;Q99878;Q9BTM1;A0A0U1RRH7;P04908;P0C0S8;P20671;A0A0U1RR32;Q93077;Q6FI13;H0YFX9;A0A3B3IS11;Q9BTM1-2;Q16777
0	Q86U17
0	Q86UD1;E9PJ29
0	Q86UX7-2;Q86UX7;F5H1C6
0	Q86XI8-2;Q86XI8
0	Q8N6C8-3;A0A0G2JMY9;Q8N6C8;Q8N6C8-2;A0A0G2JM99;A0A0G2JMJ0
0	Q8WWZ8
0	Q92496-2;Q92496;A0A0C4DH21;Q92496-3
0	Q92820
0	Q92954-3;A0A0U1RR20;Q92954-6;Q92954;Q92954-4;Q92954-2;Q92954-5
0	Q96KN2
0	Q96PD5;Q96PD5-2
0	Q99497;K7ELW0;K7EN27
0	Q99784-5;Q99784-3;Q99784
0	Q99832-4
0	Q99969;C9J8S2
0	Q9BWP8-8;Q9BWP8-7;Q9BWP8-6;Q9BWP8-5;Q9BWP8-4;Q9BWP8-3;Q9BWP8-2;Q9BWP8-9;Q9BWP8;Q9BWP8-10
0	Q9BXR6
0	Q9H4B7
0	Q9HDC9;H0Y512;Q9HDC9-2
0	Q9NZP8
0	Q9UGM5;Q9UGM5-2;E9PG08
0	Q9UHG3;Q9UHG3-2
0	Q9UJJ9;H0YEA7;A0A087WWA2
0	Q9ULV4;Q9ULV4-2;Q9ULV4-3;B4E3S0
0	Q9Y5C1
0	U3KQK0;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q5QNW6-2;Q99880;Q96A08
0	V9GY83;P12318-2;P12318;F5GXY9;F5GX41;A0A087WXE5;H0YGT0;P31995-4;P31995-3;P31995-2;P31994-5;P31994-2;P31994-3;P31994-4;P31994;P31995
0	X6R8F3;P80188;P80188-2
0	AC 2:0_RT_1.273
0	AC 2:0_RT_1.413
0	AC 5:0_RT_2.381
0	AC 6:0_RT_4.344
0	AC 8:0_RT_5.886
0	AC 8:0_RT_5.961
0	AC 10:0_RT_6.936
0	AC 12:0_RT_7.955
0	AC 13:0_RT_8.306
0	AC 14:1_RT_8.361
0	AC 14:1_RT_8.51
0	AC 14:0_RT_9.398
0	S1P d18:2_RT_9.609
0	LysoPC 14:0_RT_9.772
0	AC 16:1_RT_9.841
0	AC 16:1_RT_9.93
0	LysoPC 14:0_RT_9.962
0	LysoPC 14:0_RT_10.102
0	LysoPC 18:3_RT_10.294
0	LysoPI 20:4_RT_10.313
0	LysoPC 20:5_RT_10.322
0	LysoPC 18:3_RT_10.433
0	AC 18:2_RT_10.451
0	LysoPI 18:2_RT_10.48
0	LysoPI 20:4_RT_10.506
0	LysoPC 16:1_RT_10.555
0	LysoPC 18:2_RT_10.861
0	LysoPC 22:6_RT_10.886
0	AC 16:0_RT_10.888
0	LysoPC 20:4_RT_10.912
0	LysoPC 15:0_RT_10.944
0	LysoPC 22:6_RT_11.011
0	AC 16:0_RT_11.031
0	LysoPC 18:2_RT_11.045
0	LysoPI 16:0_RT_11.045
0	LysoPC 20:4_RT_11.056
0	LysoPE 18:2_RT_11.11
0	LysoPC 22:6_RT_11.159
0	LysoPE 22:6_RT_11.162
0	LysoPE 20:4_RT_11.171
0	LysoPC 18:2_RT_11.185
0	LysoPC 20:4_RT_11.201
0	S1P d18:0_RT_11.215
0	LysoPC 22:5_RT_11.35
0	LysoPE 22:6_RT_11.39
0	LysoPC 17:1_RT_11.401
0	LysoPE 18:2_RT_11.418
0	LysoPE 20:4_RT_11.434
0	LysoPI 18:1_RT_11.441
0	LysoPC 16:0_RT_11.461
0	AC 18:1_RT_11.494
0	LysoPC 20:3_RT_11.543
0	LysoPC 18:2_RT_11.623
0	LysoPC 22:5_RT_11.654
0	LysoPC 20:3_RT_11.724
0	LysoPE 16:0_RT_11.73
0	LysoPC 16:0_RT_11.845
0	LysoPC 20:3_RT_11.872
0	LysoPE 22:5_RT_11.89
0	LysoPC 18:1_RT_11.924
0	LysoPE 16:0_RT_11.938
0	LysoPC 22:5_RT_12.087
0	LysoPE 16:0_RT_12.1
0	LysoPE 20:3_RT_12.114
0	LysoPC 18:1_RT_12.156
0	LysoPC 20:3_RT_12.285
0	LysoPC 22:4_RT_12.289
0	LysoPC 18:1_RT_12.292
0	LysoPE 22:5_RT_12.334
0	LysoPE 18:1_RT_12.552
0	LysoPC 22:4_RT_12.605
0	LysoPC 17:0_RT_12.788
0	LysoPE 18:1_RT_12.854
0	AC 18:0_RT_12.884
0	CerP d18:0_3:0_RT_12.983
0	LysoPC 18:0_RT_13.346
0	SM d31:1_RT_18.595
0	SM d33:2_RT_19.085
0	SM d32:1_RT_19.275
0	PC 36:6_RT_19.422
0	PC 32:3_RT_19.484
0	PC 34:5_RT_19.538
0	PC 28:0_RT_19.548
0	PC 34:4_RT_19.819
0	PC 14:0_16:1_RT_19.875
0	SM d32:0_RT_20.014
0	SM d33:1_RT_20.062
0	PC 40:9_RT_20.185
0	PC 32:2_RT_20.199
0	SM d36:3_RT_20.199
0	PI 16:0_18:2_RT_20.206
0	SM d33:1_RT_20.207
0	PI 36:4_RT_20.232
0	PC 33:3_RT_20.236
0	PC 36:6_RT_20.245
0	PC 18:2_20:5_RT_20.256
0	PC 38:8_RT_20.259
0	PC 18:3_18:2_RT_20.263
0	PC 29:0_RT_20.286
0	PC 33:3_RT_20.321
0	SM d36:3_RT_20.353
0	PC 32:2_RT_20.361
0	PC 34:5_RT_20.361
0	PC 36:7_RT_20.368
0	PC 14:0_20:4_RT_20.369
0	PI 18:2_18:1_RT_20.436
0	PI 38:5_RT_20.439
0	PC 38:7_RT_20.506
0	SM d35:2_RT_20.586
0	PC 15:0_16:1_RT_20.626
0	PC 38:8_RT_20.644
0	PC 16:1_20:4_RT_20.646
0	PC 16:1_18:2_RT_20.653
0	PC 36:6_RT_20.655
0	PI 38:5_RT_20.722
0	PC 34:4_RT_20.736
0	SM d33:0_RT_20.755
0	PC 35:4_RT_20.797
0	PC 42:10_RT_20.814
0	PC 36:6_RT_20.819
0	PI 17:0_18:2_RT_20.852
0	PE 18:1_18:1_RT_20.883
0	PC 37:6_RT_20.919
0	SM d34:1_RT_20.942
0	PC 34:3_RT_20.951
0	PC 16:0_20:5_RT_20.978
0	PC 14:0_16:0_RT_21.017
0	PI 16:0_18:1_RT_21.06
0	PC 15:0_18:2_RT_21.062
0	PC 15:0_20:4_RT_21.064
0	PC 37:7_RT_21.069
0	PC 18:2_18:2_RT_21.077
0	PC 18:2_20:4_RT_21.079
0	PC 44:9_RT_21.117
0	PC 34:3_RT_21.162
0	PC 39:7_RT_21.174
0	PC 42:9_RT_21.184
0	DG 12:0_18:3_RT_21.189
0	PC 40:9_RT_21.201
0	DG 12:0_14:0_RT_21.212
0	PC 40:7_RT_21.242
0	SM d36:2_RT_21.272
0	PE 16:0_18:3_RT_21.276
0	PE 16:0_20:5_RT_21.288
0	PC 17:1_18:2_RT_21.3
0	PC 32:1_RT_21.303
0	PC 34:4_RT_21.303
0	SM d35:1_RT_21.346
0	PI 40:6_RT_21.364
0	PC 35:6_RT_21.377
0	PC 39:5_RT_21.387
0	Plasmanyl-PC O-36:5_RT_21.406
0	PC 33:4_RT_21.412
0	PC 38:7_RT_21.412
0	PC 36:4_RT_21.431
0	PC 31:0_RT_21.444
0	PE 38:6_RT_21.449
0	PI 18:2_18:0_RT_21.475
0	PC 20:4_20:3_RT_21.475
0	PI 18:0_20:4_RT_21.484
0	SM d38:3_RT_21.495
0	PC 35:6_RT_21.502
0	PC 35:3_RT_21.517
0	PS 16:0_18:1_RT_21.533
0	PC 40:9_RT_21.581
0	PC O-36:5_RT_21.616
0	PC 37:5_RT_21.632
0	PC 15:0_16:0_RT_21.664
0	PC 16:0_20:4_RT_21.713
0	PC 16:0_18:2_RT_21.735
0	Plasmanyl-PC O-36:5_RT_21.774
0	PC 18:1_22:6_RT_21.797
0	SM d36:1_RT_21.82
0	PC 38:7_RT_21.824
0	Plasmanyl-PC O-30:0_RT_21.834
0	PI 18:0_20:3_RT_21.881
0	PC 35:3_RT_21.905
0	PC 35:6_RT_21.906
0	PC 38:5_RT_21.91
0	Plasmanyl-PC O-38:6_RT_21.914
0	PC 42:8_RT_21.917
0	PS 36:2_RT_21.941
0	PC 18:2_18:1_RT_21.944
0	PC 40:7_RT_21.948
0	PC 33:1_RT_21.951
0	SM d37:2_RT_21.974
0	Plasmenyl-PE P-16:0_20:5_RT_21.988
0	PC 39:6_RT_21.993
0	DG 12:0_18:2_RT_21.999
0	PC 17:0_18:3_RT_22.021
0	Plasmenyl-PC P-16:0_16:1_RT_22.022
0	PC 36:5_RT_22.026
0	PE 16:0_20:4_RT_22.05
0	PC 42:8_RT_22.056
0	PS 18:2_18:2_RT_22.062
0	PE 16:0_18:2_RT_22.063
0	PC 31:2_RT_22.064
0	PC 37:7_RT_22.084
0	PC O-36:4_RT_22.086
0	PE 18:1_22:6_RT_22.094
0	PC 18:1_22:5_RT_22.095
0	PC 17:0_20:4_RT_22.14
0	PC 17:0_18:2_RT_22.153
0	PC 38:6_RT_22.155
0	PC 37:5_RT_22.156
0	PC 16:0_20:3_RT_22.161
0	Plasmenyl-PE P-18:1_20:5_RT_22.164
